ID,Index,cv,mode,nbr,ndsi,ndvi,rcvmax
1_95_2234,0,8635362,82,-0.18454058,-0.11891263,0.05236445,0.791900408
1_95_2235,0,8221124.75,82,-0.18608417,-0.11979092,0.051018417,0.7794024
1_95_2236,0,7486843,82,-0.17578891,-0.10983841,0.05034132,0.736965653
1_95_2237,0,8337720.75,82,-0.17951351,-0.1252386,0.066951975,0.817531893
1_95_2238,0,8033510.5,82,-0.17250806,-0.12727953,0.069124445,0.810407693
1_95_2239,0,7272930.75,82,-0.15558277,-0.11400583,0.06809797,0.753582442
1_95_2240,0,7421435.75,82,-0.15668122,-0.112846635,0.064230904,0.759133171
1_95_2241,0,8241160.75,82,-0.16144785,-0.12227892,0.06769891,0.803354873
1_95_2242,0,8161516,82,-0.1618109,-0.12474755,0.077749446,0.789778312
1_95_2243,0,7785085.75,82,-0.1573594,-0.12026655,0.07578074,0.769699359
1_95_2244,0,7689074.5,82,-0.15615569,-0.11661742,0.07111639,0.754876953
1_95_2245,0,7843955.25,82,-0.15981722,-0.12024018,0.07043388,0.763323201
1_95_2246,0,7866010.5,82,-0.15612848,-0.12767467,0.07538755,0.770458977
1_95_2247,0,8594549,82,-0.15747997,-0.13141067,0.080906846,0.808862895
1_95_2248,0,8682143.75,82,-0.15915175,-0.13037375,0.07673342,0.805434385
1_95_2249,0,8432009.75,82,-0.1514029,-0.13032268,0.079646654,0.800826888
1_95_2250,0,7669048.75,82,-0.14004391,-0.119606845,0.07601194,0.748831727
1_95_2251,0,6572853.5,82,-0.114782356,-0.1067915,0.086614944,0.683052257
1_95_2252,0,7405034.5,82,-0.12824278,-0.11805896,0.08204665,0.753951689
1_95_2253,0,7954393.25,82,-0.1390335,-0.12704036,0.07830406,0.789939613
1_95_2254,0,7841514.75,82,-0.12983824,-0.12819743,0.09177238,0.774132144
1_95_2255,0,8053982,82,-0.13632748,-0.12326574,0.08729206,0.768111254
1_95_2256,0,7924727,82,-0.13620955,-0.11245763,0.074491404,0.731340217
1_95_2257,0,7641093,82,-0.13301754,-0.117035836,0.07800187,0.725406408
1_95_2258,0,6886625.5,82,-0.13054495,-0.117407724,0.078387976,0.697561474
1_95_2259,0,6006035.75,82,-0.109917745,-0.097082905,0.07323803,0.62249873
1_95_2260,0,5543511.75,82,-0.100600384,-0.09166438,0.07263682,0.590348318
1_95_2261,0,5037172.75,82,-0.08800492,-0.083433874,0.07721261,0.559191821
1_95_2262,0,5099849.25,82,-0.085881285,-0.089592464,0.08081234,0.569036598
1_95_2263,0,5153587,82,-0.084663235,-0.093591586,0.08633683,0.579990572
1_95_2264,0,573983.25,82,0.029024038,-0.034985602,0.14276174,0.132623976
1_95_2265,0,902615,82,0.15877986,0.010862343,0.25550535,0.169048502
1_95_2266,0,908308.25,82,0.17280705,0.023810491,0.23209701,0.143102157
1_95_2267,0,808505,82,0.12956983,0.028324233,0.20144746,0.127200755
1_95_2268,0,1975340.25,82,-0.003842253,-0.040371817,0.18054187,0.332505143
1_95_2269,0,3030172.5,82,-0.07834654,-0.06627171,0.12830648,0.43842039
1_95_2270,0,4593875.75,82,-0.1421164,-0.08665128,0.05949794,0.526683049
1_95_2271,0,5245402.25,82,-0.16373734,-0.10029333,0.050001666,0.582582641
1_95_2272,0,4841743.25,82,-0.15506911,-0.08253715,0.03899406,0.547177306
1_95_2273,0,5340640,82,-0.15091877,-0.08234617,0.046429608,0.596920516
1_95_2274,0,6408777,82,-0.17289045,-0.10082437,0.054251544,0.682647493
1_95_2275,0,9005310.75,82,-0.2020419,-0.12478426,0.058675066,0.842166084
1_95_2276,0,8720432,82,-0.19300534,-0.1231096,0.06377961,0.821800336
1_95_2277,0,7628506,82,-0.16608505,-0.11303657,0.06902496,0.763939634
1_95_2278,0,7756394.5,82,-0.15563677,-0.11843875,0.083129905,0.797872454
1_95_2279,0,8662035.5,82,-0.17015721,-0.13397245,0.08565454,0.859521928
1_95_2280,0,9160814.5,82,-0.18320973,-0.1314944,0.073556714,0.863249264
1_95_2281,0,9158478.75,82,-0.18236643,-0.12864098,0.07189316,0.856360998
1_95_2282,0,8799309.5,82,-0.17461468,-0.1265357,0.077431336,0.819847421
1_95_2283,0,8850114.75,82,-0.18285835,-0.1273632,0.07167309,0.81972175
1_95_2284,0,7833108,82,-0.17809932,-0.11119382,0.05932676,0.765213135
1_95_2285,0,7630434.25,82,-0.16763115,-0.11814633,0.06554507,0.778750693
1_95_2286,0,7701785.75,82,-0.1677308,-0.11945654,0.06666383,0.784905015
1_95_2287,0,7966628.5,82,-0.16615583,-0.12722248,0.07215724,0.802024958
1_95_2288,0,7663061,82,-0.15898167,-0.11810773,0.06951508,0.775834721
1_95_2289,0,8217593,82,-0.16378057,-0.12040198,0.07510253,0.796995806
1_95_2290,0,8905685,82,-0.17619702,-0.13210627,0.078556255,0.841501074
1_95_2291,0,8787597.25,82,-0.18409641,-0.13341877,0.06389536,0.836668044
1_95_2292,0,7813458.75,82,-0.1780995,-0.111460835,0.048392836,0.757152517
1_95_2293,0,8107337.5,82,-0.1751613,-0.11922016,0.05707062,0.779736218
1_95_2294,0,8433548.75,82,-0.1699865,-0.13137843,0.072388,0.804337794
1_95_2295,0,8625205.5,82,-0.16036914,-0.13379607,0.07377158,0.811843956
1_95_2296,0,8856131.75,82,-0.16072169,-0.13371138,0.07991072,0.826156974
1_95_2297,0,8925196,82,-0.15830693,-0.13110274,0.083432764,0.822340338
1_95_2298,0,8329476.75,82,-0.1458938,-0.12927853,0.08107343,0.786761769
1_95_2299,0,7207522.75,82,-0.12707335,-0.11308742,0.081431486,0.710726123
1_95_2300,0,6833509.75,82,-0.11933433,-0.113645524,0.08522451,0.718091801
1_95_2301,0,7525132.25,82,-0.13479675,-0.12440468,0.08229713,0.768813566
1_95_2302,0,8588630.75,82,-0.14526641,-0.13607213,0.08499908,0.832325685
